DatosMinDatos_Sexo,DatosMinDatos_Zona,DatosMinDatos_Departamento,DatosMinDatos_Etario,DatosMinDatos_Grupo,DatosMinDatos_No_carente,DatosMinDatos_Valor,DatosMinDatos_Total,DatosMinDatos_Proporción,DatosMinDatos_Variable,DatosMinDatos_ID,DatosMinDatos_Nombre_dpto
Hombre,Rural,66,Mayor,Colombiana,106008,9157,115165,0.0795097026174664,Sin refrigerador,4484,Risaralda
Hombre,Rural,66,Mayor,Colombiana,107397,7768,115165,0.0674523465503348,Sin espacio exclusivo para la cocina,3416,Risaralda
Hombre,Rural,66,Mayor,Colombiana,113363,1802,115165,0.0156441551585207,Sin pisos duraderos,6086,Risaralda
Hombre,Rural,66,Mayor,Colombiana,114769,396,115165,0.00343470565658951,Sin electricidad,5552,Risaralda
Hombre,Rural,66,Mayor,Retornada,55,350,405,0.863945788548046,Sin internet,3951,Risaralda
Hombre,Rural,66,Mayor,Retornada,98,307,405,0.757137558924512,Sin alcantarillado,2883,Risaralda
Hombre,Rural,66,Mayor,Retornada,294,111,405,0.273985591647076,Sin paredes duraderas,6621,Risaralda
Hombre,Rural,66,Mayor,Retornada,294,111,405,0.273985591647076,Sin recogida de basuras,1313,Risaralda
Hombre,Rural,66,Mayor,Retornada,303,102,405,0.251237555188349,Hacinamiento,779,Risaralda
Hombre,Rural,66,Mayor,Retornada,311,94,405,0.231914409619713,Sin espacio exclusivo para la cocina,3417,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin acueducto,1847,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin combustible adecuado para cocinar,245,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin electricidad,5553,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin empleo,7122,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin pisos duraderos,6087,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin refrigerador,4485,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin sanitario,5019,Risaralda
Hombre,Rural,66,Mayor,Retornada,405,0,405,0,Sin suministro continuo de agua,2364,Risaralda
Hombre,Rural,66,Mayor,Venezolana,0,527,527,1,Sin internet,3952,Risaralda
Hombre,Rural,66,Mayor,Venezolana,193,333,527,0.6330498819632,Sin refrigerador,4486,Risaralda
Hombre,Rural,66,Mayor,Venezolana,240,287,527,0.544179416961084,Hacinamiento,780,Risaralda
Hombre,Rural,66,Mayor,Venezolana,399,128,527,0.242398434255492,Sin alcantarillado,2884,Risaralda
Hombre,Rural,66,Mayor,Venezolana,399,128,527,0.242398434255492,Sin recogida de basuras,1314,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin acueducto,1848,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin combustible adecuado para cocinar,246,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin electricidad,5554,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin empleo,7123,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin espacio exclusivo para la cocina,3418,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin paredes duraderas,6622,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin pisos duraderos,6088,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin sanitario,5020,Risaralda
Hombre,Rural,66,Mayor,Venezolana,527,0,527,0,Sin suministro continuo de agua,2365,Risaralda
Hombre,Rural,66,Menor,Colombiana,4028,156,4183,0.0372155844292445,Sin empleo,7120,Risaralda
Hombre,Rural,66,Menor,Colombiana,5394,54267,59660,0.909590234607566,Sin internet,3947,Risaralda
Hombre,Rural,66,Menor,Colombiana,16256,43404,59660,0.727517311292165,Sin alcantarillado,2879,Risaralda
Hombre,Rural,66,Menor,Colombiana,26800,32860,59660,0.550790238362145,Sin recogida de basuras,1309,Risaralda
Hombre,Rural,66,Menor,Colombiana,41720,17940,59660,0.300702575641363,Hacinamiento,775,Risaralda
Hombre,Rural,66,Menor,Colombiana,41798,480,42279,0.0113586948757503,Sin suministro continuo de agua,2360,Risaralda
Hombre,Rural,66,Menor,Colombiana,42279,17382,59660,0.291347136328772,Sin acueducto,1843,Risaralda
Hombre,Rural,66,Menor,Colombiana,44839,14822,59660,0.248436988773808,Sin combustible adecuado para cocinar,241,Risaralda
Hombre,Rural,66,Menor,Colombiana,47688,11972,59660,0.200669019089354,Sin paredes duraderas,6617,Risaralda
Hombre,Rural,66,Menor,Colombiana,48937,10724,59660,0.17974478247577,Sin sanitario,5015,Risaralda
Hombre,Rural,66,Menor,Colombiana,55949,3711,59660,0.0622075283336641,Sin refrigerador,4481,Risaralda
Hombre,Rural,66,Menor,Colombiana,56008,3653,59660,0.0612259405221011,Sin espacio exclusivo para la cocina,3413,Risaralda
Hombre,Rural,66,Menor,Colombiana,58742,918,59660,0.0153868254160878,Sin pisos duraderos,6083,Risaralda
Hombre,Rural,66,Menor,Colombiana,59440,220,59660,0.00368784361104704,Sin electricidad,5549,Risaralda
Hombre,Rural,66,Menor,Retornada,0,98,98,1,Sin internet,3948,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Hacinamiento,776,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin acueducto,1844,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin alcantarillado,2880,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin combustible adecuado para cocinar,242,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin electricidad,5550,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin espacio exclusivo para la cocina,3414,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin paredes duraderas,6618,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin pisos duraderos,6084,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin recogida de basuras,1310,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin refrigerador,4482,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin sanitario,5016,Risaralda
Hombre,Rural,66,Menor,Retornada,98,0,98,0,Sin suministro continuo de agua,2361,Risaralda
Hombre,Rural,66,Menor,Venezolana,55,470,525,0.895010646495384,Sin internet,3949,Risaralda
Hombre,Rural,66,Menor,Venezolana,214,310,525,0.591450462707425,Sin alcantarillado,2881,Risaralda
Hombre,Rural,66,Menor,Venezolana,214,310,525,0.591450462707425,Sin recogida de basuras,1311,Risaralda
Hombre,Rural,66,Menor,Venezolana,269,255,525,0.486461109202809,Hacinamiento,777,Risaralda
Hombre,Rural,66,Menor,Venezolana,269,255,525,0.486461109202809,Sin refrigerador,4483,Risaralda
Hombre,Rural,66,Menor,Venezolana,470,55,525,0.104989361126814,Sin paredes duraderas,6619,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin acueducto,1845,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin combustible adecuado para cocinar,243,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin electricidad,5551,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin espacio exclusivo para la cocina,3415,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin pisos duraderos,6085,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin sanitario,5017,Risaralda
Hombre,Rural,66,Menor,Venezolana,525,0,525,0,Sin suministro continuo de agua,2362,Risaralda
Hombre,Rural,68,Mayor,Colombiana,7147,163682,170829,0.958164011965182,Sin alcantarillado,2888,Santander
Hombre,Rural,68,Mayor,Colombiana,10448,160381,170829,0.938837082696732,Sin internet,3956,Santander
Hombre,Rural,68,Mayor,Colombiana,17546,153283,170829,0.897290272728869,Sin recogida de basuras,1318,Santander
Hombre,Rural,68,Mayor,Colombiana,54561,18757,73318,0.255828718732099,Sin suministro continuo de agua,2369,Santander
Hombre,Rural,68,Mayor,Colombiana,73318,97511,170829,0.570810810810811,Sin acueducto,1852,Santander
Hombre,Rural,68,Mayor,Colombiana,75584,95245,170829,0.557546201171932,Sin combustible adecuado para cocinar,250,Santander
Hombre,Rural,68,Mayor,Colombiana,124490,46339,170829,0.271259739271435,Sin paredes duraderas,6626,Santander
Hombre,Rural,68,Mayor,Colombiana,127326,43503,170829,0.254656527872902,Hacinamiento,784,Santander
Hombre,Rural,68,Mayor,Colombiana,131350,39479,170829,0.231103770437104,Sin refrigerador,4490,Santander
Hombre,Rural,68,Mayor,Colombiana,153598,3066,156664,0.0195685282751982,Sin empleo,7127,Santander
Hombre,Rural,68,Mayor,Colombiana,153948,16881,170829,0.0988192285853104,Sin sanitario,5024,Santander
Hombre,Rural,68,Mayor,Colombiana,156185,14644,170829,0.085724789116602,Sin espacio exclusivo para la cocina,3422,Santander
Hombre,Rural,68,Mayor,Colombiana,159339,11490,170829,0.067260195868383,Sin pisos duraderos,6092,Santander
Hombre,Rural,68,Mayor,Colombiana,167500,3329,170829,0.0194860181819246,Sin electricidad,5558,Santander
Hombre,Rural,68,Mayor,Retornada,0,4461,4461,1,Sin alcantarillado,2889,Santander
Hombre,Rural,68,Mayor,Retornada,0,4461,4461,1,Sin internet,3957,Santander
Hombre,Rural,68,Mayor,Retornada,872,3589,4461,0.804471704258118,Sin recogida de basuras,1319,Santander
Hombre,Rural,68,Mayor,Retornada,1520,536,2056,0.260625079933651,Sin suministro continuo de agua,2370,Santander
Hombre,Rural,68,Mayor,Retornada,1789,2673,4461,0.599088050448388,Sin combustible adecuado para cocinar,251,Santander
Hombre,Rural,68,Mayor,Retornada,2056,2405,4461,0.539073449751885,Sin acueducto,1853,Santander
Hombre,Rural,68,Mayor,Retornada,2452,2009,4461,0.450329950188628,Sin refrigerador,4491,Santander
Hombre,Rural,68,Mayor,Retornada,3053,1408,4461,0.315702517869267,Hacinamiento,785,Santander
Hombre,Rural,68,Mayor,Retornada,3265,1196,4461,0.268128253020163,Sin paredes duraderas,6627,Santander
Hombre,Rural,68,Mayor,Retornada,4037,425,4461,0.095178365416836,Sin espacio exclusivo para la cocina,3423,Santander
Hombre,Rural,68,Mayor,Retornada,4132,330,4461,0.073930976406449,Sin empleo,7128,Santander
Hombre,Rural,68,Mayor,Retornada,4168,294,4461,0.065807862992838,Sin pisos duraderos,6093,Santander
Hombre,Rural,68,Mayor,Retornada,4171,290,4461,0.0650021147923166,Sin sanitario,5025,Santander
Hombre,Rural,68,Mayor,Retornada,4461,0,4461,0,Sin electricidad,5559,Santander
Hombre,Rural,68,Mayor,Venezolana,0,5942,5942,1,Sin alcantarillado,2890,Santander
Hombre,Rural,68,Mayor,Venezolana,97,5845,5942,0.983659600508545,Sin internet,3958,Santander
Hombre,Rural,68,Mayor,Venezolana,1201,4740,5942,0.797796707785408,Sin recogida de basuras,1320,Santander
Hombre,Rural,68,Mayor,Venezolana,2106,125,2231,0.0558909177133769,Sin suministro continuo de agua,2371,Santander
Hombre,Rural,68,Mayor,Venezolana,2231,3711,5942,0.624522397298799,Sin acueducto,1854,Santander
Hombre,Rural,68,Mayor,Venezolana,3066,2875,5942,0.483904532306997,Hacinamiento,786,Santander
Hombre,Rural,68,Mayor,Venezolana,3714,2228,5942,0.374927924110021,Sin refrigerador,4492,Santander
Hombre,Rural,68,Mayor,Venezolana,4103,1838,5942,0.309412766209544,Sin combustible adecuado para cocinar,252,Santander
Hombre,Rural,68,Mayor,Venezolana,4319,1623,5942,0.273137075972448,Sin espacio exclusivo para la cocina,3424,Santander
Hombre,Rural,68,Mayor,Venezolana,5012,929,5942,0.156422056888536,Sin paredes duraderas,6628,Santander
Hombre,Rural,68,Mayor,Venezolana,5178,764,5942,0.128549984566587,Sin pisos duraderos,6094,Santander
Hombre,Rural,68,Mayor,Venezolana,5698,244,5942,0.0410142142238508,Sin sanitario,5026,Santander
Hombre,Rural,68,Mayor,Venezolana,5942,0,5942,0,Sin electricidad,5560,Santander
Hombre,Rural,68,Mayor,Venezolana,5942,0,5942,0,Sin empleo,7129,Santander
Hombre,Rural,68,Menor,Colombiana,946,85847,86793,0.989095952621315,Sin alcantarillado,2885,Santander
Hombre,Rural,68,Menor,Colombiana,5405,81389,86793,0.937726874812918,Sin internet,3953,Santander
Hombre,Rural,68,Menor,Colombiana,7621,79173,86793,0.912198453662292,Sin recogida de basuras,1315,Santander
Hombre,Rural,68,Menor,Colombiana,15828,144,15972,0.00899233351135197,Sin empleo,7124,Santander
Hombre,Rural,68,Menor,Colombiana,29331,7062,36394,0.194048124435168,Sin suministro continuo de agua,2366,Santander
Hombre,Rural,68,Menor,Colombiana,36394,50400,86793,0.580687646281183,Sin acueducto,1849,Santander
Hombre,Rural,68,Menor,Colombiana,37579,49214,86793,0.567027746099764,Sin combustible adecuado para cocinar,247,Santander
Hombre,Rural,68,Menor,Colombiana,47443,39350,86793,0.453378399708918,Hacinamiento,781,Santander
Hombre,Rural,68,Menor,Colombiana,68938,17855,86793,0.205722297509513,Sin paredes duraderas,6623,Santander
Hombre,Rural,68,Menor,Colombiana,70738,16056,86793,0.184989168538736,Sin refrigerador,4487,Santander
Hombre,Rural,68,Menor,Colombiana,78026,8768,86793,0.101019327953973,Sin espacio exclusivo para la cocina,3419,Santander
Hombre,Rural,68,Menor,Colombiana,78962,7831,86793,0.0902287223023486,Sin sanitario,5021,Santander
Hombre,Rural,68,Menor,Colombiana,81941,4853,86793,0.0559098116378815,Sin pisos duraderos,6089,Santander
Hombre,Rural,68,Menor,Colombiana,86318,475,86793,0.0054757123405381,Sin electricidad,5555,Santander
Hombre,Rural,68,Menor,Retornada,0,2030,2030,1,Sin alcantarillado,2886,Santander
Hombre,Rural,68,Menor,Retornada,0,2030,2030,1,Sin internet,3954,Santander
Hombre,Rural,68,Menor,Retornada,575,1455,2030,0.716777664073251,Sin recogida de basuras,1316,Santander
Hombre,Rural,68,Menor,Retornada,728,0,728,0,Sin empleo,7125,Santander
Hombre,Rural,68,Menor,Retornada,754,1276,2030,0.628461781401213,Hacinamiento,782,Santander
Hombre,Rural,68,Menor,Retornada,878,0,878,0,Sin suministro continuo de agua,2367,Santander
Hombre,Rural,68,Menor,Retornada,878,1152,2030,0.56755403825432,Sin acueducto,1850,Santander
Hombre,Rural,68,Menor,Retornada,1119,911,2030,0.448794941139431,Sin combustible adecuado para cocinar,248,Santander
Hombre,Rural,68,Menor,Retornada,1482,547,2030,0.269600665541008,Sin paredes duraderas,6624,Santander
Hombre,Rural,68,Menor,Retornada,1482,547,2030,0.269600665541008,Sin refrigerador,4488,Santander
Hombre,Rural,68,Menor,Retornada,1611,418,2030,0.206112517226072,Sin espacio exclusivo para la cocina,3420,Santander
Hombre,Rural,68,Menor,Retornada,1666,364,2030,0.179194275598423,Sin pisos duraderos,6090,Santander
Hombre,Rural,68,Menor,Retornada,1851,178,2030,0.0878259798475286,Sin sanitario,5022,Santander
Hombre,Rural,68,Menor,Retornada,2030,0,2030,0,Sin electricidad,5556,Santander
Hombre,Rural,68,Menor,Venezolana,0,3828,3828,1,Sin alcantarillado,2887,Santander
Hombre,Rural,68,Menor,Venezolana,97,3731,3828,0.97463935347317,Sin internet,3955,Santander
Hombre,Rural,68,Menor,Venezolana,243,0,243,0,Sin empleo,7126,Santander
Hombre,Rural,68,Menor,Venezolana,445,3383,3828,0.883655888868602,Sin recogida de basuras,1317,Santander
Hombre,Rural,68,Menor,Venezolana,1127,2701,3828,0.705646818079827,Hacinamiento,783,Santander
Hombre,Rural,68,Menor,Venezolana,1751,0,1751,0,Sin suministro continuo de agua,2368,Santander
Hombre,Rural,68,Menor,Venezolana,1751,2077,3828,0.542551810409387,Sin acueducto,1851,Santander
Hombre,Rural,68,Menor,Venezolana,1904,1924,3828,0.502611711154698,Sin combustible adecuado para cocinar,249,Santander
Hombre,Rural,68,Menor,Venezolana,1946,1882,3828,0.491656290087618,Sin refrigerador,4489,Santander
Hombre,Rural,68,Menor,Venezolana,2797,1032,3828,0.269464803610344,Sin espacio exclusivo para la cocina,3421,Santander
Hombre,Rural,68,Menor,Venezolana,3112,716,3828,0.187065553336139,Sin paredes duraderas,6625,Santander
Hombre,Rural,68,Menor,Venezolana,3646,182,3828,0.0475007712234019,Sin pisos duraderos,6091,Santander
Hombre,Rural,68,Menor,Venezolana,3828,0,3828,0,Sin electricidad,5557,Santander
Hombre,Rural,68,Menor,Venezolana,3828,0,3828,0,Sin sanitario,5023,Santander
Hombre,Rural,70,Mayor,Colombiana,0,59742,59742,1,Sin suministro continuo de agua,2375,Sucre
Hombre,Rural,70,Mayor,Colombiana,9275,86945,96220,0.90361077900072,Sin internet,3962,Sucre
Hombre,Rural,70,Mayor,Colombiana,9427,86793,96220,0.902029189870513,Sin recogida de basuras,1324,Sucre
Hombre,Rural,70,Mayor,Colombiana,12052,84168,96220,0.874748700058034,Sin alcantarillado,2894,Sucre
Hombre,Rural,70,Mayor,Colombiana,32213,64007,96220,0.665217656096965,Sin combustible adecuado para cocinar,256,Sucre
Hombre,Rural,70,Mayor,Colombiana,41574,54646,96220,0.567930178109094,Sin espacio exclusivo para la cocina,3428,Sucre
Hombre,Rural,70,Mayor,Colombiana,53432,42788,96220,0.4446879266279,Sin pisos duraderos,6098,Sucre
Hombre,Rural,70,Mayor,Colombiana,57125,39095,96220,0.406307940329878,Sin refrigerador,4496,Sucre
Hombre,Rural,70,Mayor,Colombiana,59742,36478,96220,0.379112776097364,Sin acueducto,1858,Sucre
Hombre,Rural,70,Mayor,Colombiana,60449,35770,96220,0.371758667249777,Hacinamiento,790,Sucre
Hombre,Rural,70,Mayor,Colombiana,65155,31065,96220,0.322856405259298,Sin sanitario,5030,Sucre
Hombre,Rural,70,Mayor,Colombiana,71616,24604,96220,0.25570351096574,Sin paredes duraderas,6632,Sucre
Hombre,Rural,70,Mayor,Colombiana,85379,3432,88811,0.0386442159223023,Sin empleo,7133,Sucre
Hombre,Rural,70,Mayor,Colombiana,90525,5695,96220,0.0591884435699641,Sin electricidad,5564,Sucre
Hombre,Rural,70,Mayor,Retornada,0,1692,1692,1,Sin suministro continuo de agua,2376,Sucre
Hombre,Rural,70,Mayor,Retornada,0,2252,2252,1,Sin internet,3963,Sucre
Hombre,Rural,70,Mayor,Retornada,0,2252,2252,1,Sin recogida de basuras,1325,Sucre
Hombre,Rural,70,Mayor,Retornada,294,1957,2252,0.869241451468429,Sin alcantarillado,2895,Sucre
Hombre,Rural,70,Mayor,Retornada,438,1813,2252,0.805328363001224,Sin combustible adecuado para cocinar,257,Sucre
Hombre,Rural,70,Mayor,Retornada,1022,1229,2252,0.54591095591406,Sin espacio exclusivo para la cocina,3429,Sucre
Hombre,Rural,70,Mayor,Retornada,1062,1190,2252,0.528394887379256,Hacinamiento,791,Sucre
Hombre,Rural,70,Mayor,Retornada,1116,1136,2252,0.50447094518468,Sin refrigerador,4497,Sucre
Hombre,Rural,70,Mayor,Retornada,1692,559,2252,0.248412661023972,Sin acueducto,1859,Sucre
Hombre,Rural,70,Mayor,Retornada,1695,556,2252,0.247130175005251,Sin pisos duraderos,6099,Sucre
Hombre,Rural,70,Mayor,Retornada,1828,424,2252,0.188235714181034,Sin paredes duraderas,6633,Sucre
Hombre,Rural,70,Mayor,Retornada,1977,275,2252,0.122228731201935,Sin electricidad,5565,Sucre
Hombre,Rural,70,Mayor,Retornada,2031,220,2252,0.0978371860956824,Sin sanitario,5031,Sucre
Hombre,Rural,70,Mayor,Retornada,2106,146,2252,0.0649528835431469,Sin empleo,7134,Sucre
Hombre,Rural,70,Mayor,Venezolana,0,832,832,1,Sin suministro continuo de agua,2377,Sucre
Hombre,Rural,70,Mayor,Venezolana,0,1585,1585,1,Sin alcantarillado,2896,Sucre
Hombre,Rural,70,Mayor,Venezolana,0,1585,1585,1,Sin recogida de basuras,1326,Sucre
Hombre,Rural,70,Mayor,Venezolana,120,1465,1585,0.924434134727333,Sin internet,3964,Sucre
Hombre,Rural,70,Mayor,Venezolana,297,1288,1585,0.812493492446821,Sin espacio exclusivo para la cocina,3430,Sucre
Hombre,Rural,70,Mayor,Venezolana,297,1288,1585,0.812493492446821,Sin refrigerador,4498,Sucre
Hombre,Rural,70,Mayor,Venezolana,475,1110,1585,0.700265729032112,Sin combustible adecuado para cocinar,258,Sucre
Hombre,Rural,70,Mayor,Venezolana,819,766,1585,0.48343572935394,Hacinamiento,792,Sucre
Hombre,Rural,70,Mayor,Venezolana,832,752,1585,0.474789451863669,Sin acueducto,1860,Sucre
Hombre,Rural,70,Mayor,Venezolana,874,711,1585,0.448352851049759,Sin pisos duraderos,6100,Sucre
Hombre,Rural,70,Mayor,Venezolana,901,683,1585,0.431150453367426,Sin sanitario,5032,Sucre
Hombre,Rural,70,Mayor,Venezolana,961,624,1585,0.393451227584832,Sin paredes duraderas,6634,Sucre
Hombre,Rural,70,Mayor,Venezolana,1394,87,1481,0.0587628014886159,Sin empleo,7135,Sucre
Hombre,Rural,70,Mayor,Venezolana,1585,0,1585,0,Sin electricidad,5566,Sucre
Hombre,Rural,70,Menor,Colombiana,0,38057,38057,1,Sin suministro continuo de agua,2372,Sucre
Hombre,Rural,70,Menor,Colombiana,4391,106,4497,0.02358726008147,Sin empleo,7130,Sucre
Hombre,Rural,70,Menor,Colombiana,4392,57404,61796,0.928926790573003,Sin recogida de basuras,1321,Sucre
Hombre,Rural,70,Menor,Colombiana,5090,56706,61796,0.917624304689581,Sin alcantarillado,2891,Sucre
Hombre,Rural,70,Menor,Colombiana,5616,56180,61796,0.909117948143687,Sin internet,3959,Sucre
Hombre,Rural,70,Menor,Colombiana,19893,41903,61796,0.678079893015972,Sin combustible adecuado para cocinar,253,Sucre
Hombre,Rural,70,Menor,Colombiana,24057,37739,61796,0.6107007492701,Hacinamiento,787,Sucre
Hombre,Rural,70,Menor,Colombiana,24230,37566,61796,0.607898810508229,Sin espacio exclusivo para la cocina,3425,Sucre
Hombre,Rural,70,Menor,Colombiana,34561,27235,61796,0.440722996614352,Sin pisos duraderos,6095,Sucre
Hombre,Rural,70,Menor,Colombiana,38057,23739,61796,0.384156194869129,Sin acueducto,1855,Sucre
Hombre,Rural,70,Menor,Colombiana,38704,23092,61796,0.373680459653305,Sin refrigerador,4493,Sucre
Hombre,Rural,70,Menor,Colombiana,41446,20350,61796,0.329303416038607,Sin sanitario,5027,Sucre
Hombre,Rural,70,Menor,Colombiana,45779,16017,61796,0.25919596272518,Sin paredes duraderas,6629,Sucre
Hombre,Rural,70,Menor,Colombiana,58230,3566,61796,0.0577029730335908,Sin electricidad,5561,Sucre
Hombre,Rural,70,Menor,Retornada,0,87,87,1,Sin empleo,7131,Sucre
Hombre,Rural,70,Menor,Retornada,0,310,310,1,Sin recogida de basuras,1322,Sucre
Hombre,Rural,70,Menor,Retornada,0,310,310,1,Sin suministro continuo de agua,2373,Sucre
Hombre,Rural,70,Menor,Retornada,128,183,310,0.588529434072466,Sin alcantarillado,2892,Sucre
Hombre,Rural,70,Menor,Retornada,128,183,310,0.588529434072466,Sin combustible adecuado para cocinar,254,Sucre
Hombre,Rural,70,Menor,Retornada,128,183,310,0.588529434072466,Sin internet,3960,Sucre
Hombre,Rural,70,Menor,Retornada,215,96,310,0.308236952745123,Hacinamiento,788,Sucre
Hombre,Rural,70,Menor,Retornada,223,87,310,0.28029247487782,Sin espacio exclusivo para la cocina,3426,Sucre
Hombre,Rural,70,Menor,Retornada,223,87,310,0.28029247487782,Sin refrigerador,4494,Sucre
Hombre,Rural,70,Menor,Retornada,223,87,310,0.28029247487782,Sin sanitario,5028,Sucre
Hombre,Rural,70,Menor,Retornada,310,0,310,0,Sin acueducto,1856,Sucre
Hombre,Rural,70,Menor,Retornada,310,0,310,0,Sin electricidad,5562,Sucre
Hombre,Rural,70,Menor,Retornada,310,0,310,0,Sin paredes duraderas,6630,Sucre
Hombre,Rural,70,Menor,Retornada,310,0,310,0,Sin pisos duraderos,6096,Sucre
Hombre,Rural,70,Menor,Venezolana,0,2419,2419,1,Sin suministro continuo de agua,2374,Sucre
Hombre,Rural,70,Menor,Venezolana,0,3542,3542,1,Sin internet,3961,Sucre
Hombre,Rural,70,Menor,Venezolana,154,0,154,0,Sin empleo,7132,Sucre
Hombre,Rural,70,Menor,Venezolana,201,3340,3542,0.943154125527251,Sin recogida de basuras,1323,Sucre
Hombre,Rural,70,Menor,Venezolana,861,2681,3542,0.75689136088513,Sin alcantarillado,2893,Sucre
Hombre,Rural,70,Menor,Venezolana,1347,2195,3542,0.619762956780567,Sin combustible adecuado para cocinar,255,Sucre
Hombre,Rural,70,Menor,Venezolana,1582,1959,3542,0.553211337890633,Hacinamiento,789,Sucre
Hombre,Rural,70,Menor,Venezolana,1921,1621,3542,0.457636507942334,Sin refrigerador,4495,Sucre
Hombre,Rural,70,Menor,Venezolana,2065,1477,3542,0.41707036445882,Sin espacio exclusivo para la cocina,3427,Sucre
Hombre,Rural,70,Menor,Venezolana,2419,1122,3542,0.316931589960463,Sin acueducto,1857,Sucre
Hombre,Rural,70,Menor,Venezolana,2778,763,3542,0.215549562542688,Sin sanitario,5029,Sucre
Hombre,Rural,70,Menor,Venezolana,2825,716,3542,0.202258348140182,Sin paredes duraderas,6631,Sucre
Hombre,Rural,70,Menor,Venezolana,2862,680,3542,0.191968875548216,Sin pisos duraderos,6097,Sucre
Hombre,Rural,70,Menor,Venezolana,3388,154,3542,0.0433788442159551,Sin electricidad,5563,Sucre
Hombre,Rural,73,Mayor,Colombiana,7944,143487,151431,0.94753792643925,Sin internet,3967,Tolima
Hombre,Rural,73,Mayor,Colombiana,20113,131318,151431,0.867178053678467,Sin alcantarillado,2899,Tolima
Hombre,Rural,73,Mayor,Colombiana,29172,122259,151431,0.807356074999026,Sin recogida de basuras,1329,Tolima
Hombre,Rural,73,Mayor,Colombiana,41060,43230,84290,0.512876829276395,Sin suministro continuo de agua,2380,Tolima
Hombre,Rural,73,Mayor,Colombiana,69997,81434,151431,0.537763923310438,Sin combustible adecuado para cocinar,261,Tolima
Hombre,Rural,73,Mayor,Colombiana,84290,67141,151431,0.44337663349651,Sin acueducto,1863,Tolima
Hombre,Rural,73,Mayor,Colombiana,116803,34629,151431,0.22867543896143,Sin refrigerador,4501,Tolima
Hombre,Rural,73,Mayor,Colombiana,117158,34273,151431,0.226329979337165,Sin sanitario,5035,Tolima
Hombre,Rural,73,Mayor,Colombiana,120829,30602,151431,0.202085103938221,Hacinamiento,795,Tolima
Hombre,Rural,73,Mayor,Colombiana,126110,10031,136142,0.0736834875963976,Sin empleo,7137,Tolima
Hombre,Rural,73,Mayor,Colombiana,128896,22536,151431,0.148816988297664,Sin paredes duraderas,6637,Tolima
Hombre,Rural,73,Mayor,Colombiana,129197,22234,151431,0.146828429789614,Sin espacio exclusivo para la cocina,3433,Tolima
Hombre,Rural,73,Mayor,Colombiana,141120,10312,151431,0.0680954994112842,Sin pisos duraderos,6103,Tolima
Hombre,Rural,73,Mayor,Colombiana,147778,3653,151431,0.0241257586773672,Sin electricidad,5569,Tolima
Hombre,Rural,73,Mayor,Venezolana,0,801,801,1,Sin suministro continuo de agua,2381,Tolima
Hombre,Rural,73,Mayor,Venezolana,0,1090,1090,1,Sin alcantarillado,2900,Tolima
Hombre,Rural,73,Mayor,Venezolana,0,1090,1090,1,Sin internet,3968,Tolima
Hombre,Rural,73,Mayor,Venezolana,87,1004,1090,0.920398744591047,Hacinamiento,796,Tolima
