DatosMinDatos_Sexo,DatosMinDatos_Zona,DatosMinDatos_Departamento,DatosMinDatos_Etario,DatosMinDatos_Grupo,DatosMinDatos_No_carente,DatosMinDatos_Valor,DatosMinDatos_Total,DatosMinDatos_Proporción,DatosMinDatos_Variable,DatosMinDatos_ID,DatosMinDatos_Nombre_dpto
Mujer,Rural,27,Mayor,Venezolana,0,207,207,1,Sin internet,4174,Chocó
Mujer,Rural,27,Mayor,Venezolana,83,124,207,0.598049027518932,Hacinamiento,1002,Chocó
Mujer,Rural,27,Mayor,Venezolana,83,124,207,0.598049027518932,Sin combustible adecuado para cocinar,468,Chocó
Mujer,Rural,27,Mayor,Venezolana,83,124,207,0.598049027518932,Sin espacio exclusivo para la cocina,3640,Chocó
Mujer,Rural,27,Mayor,Venezolana,83,124,207,0.598049027518932,Sin refrigerador,4708,Chocó
Mujer,Rural,27,Mayor,Venezolana,124,0,124,0,Sin suministro continuo de agua,2579,Chocó
Mujer,Rural,27,Mayor,Venezolana,124,83,207,0.401950967653482,Sin acueducto,2070,Chocó
Mujer,Rural,27,Mayor,Venezolana,124,83,207,0.401950967653482,Sin pisos duraderos,6310,Chocó
Mujer,Rural,27,Mayor,Venezolana,124,83,207,0.401950967653482,Sin recogida de basuras,1536,Chocó
Mujer,Rural,27,Mayor,Venezolana,207,0,207,0,Sin electricidad,5776,Chocó
Mujer,Rural,27,Mayor,Venezolana,207,0,207,0,Sin paredes duraderas,6844,Chocó
Mujer,Rural,27,Mayor,Venezolana,207,0,207,0,Sin sanitario,5242,Chocó
Mujer,Rural,27,Menor,Colombiana,243,84,327,0.257183952841443,Sin empleo,7307,Chocó
Mujer,Rural,27,Menor,Colombiana,1481,104775,106256,0.986062944032495,Sin internet,4170,Chocó
Mujer,Rural,27,Menor,Colombiana,6368,99888,106256,0.940067318361358,Sin alcantarillado,3102,Chocó
Mujer,Rural,27,Menor,Colombiana,17483,13019,30502,0.426831711181716,Sin suministro continuo de agua,2577,Chocó
Mujer,Rural,27,Menor,Colombiana,19547,86709,106256,0.816039048978743,Sin recogida de basuras,1532,Chocó
Mujer,Rural,27,Menor,Colombiana,28310,77946,106256,0.733568738983006,Sin sanitario,5238,Chocó
Mujer,Rural,27,Menor,Colombiana,30502,75755,106256,0.712942479645913,Sin acueducto,2066,Chocó
Mujer,Rural,27,Menor,Colombiana,45967,60289,106256,0.567396568485822,Hacinamiento,998,Chocó
Mujer,Rural,27,Menor,Colombiana,49119,57138,106256,0.537734233170174,Sin combustible adecuado para cocinar,464,Chocó
Mujer,Rural,27,Menor,Colombiana,52904,53353,106256,0.502112815898916,Sin refrigerador,4704,Chocó
Mujer,Rural,27,Menor,Colombiana,65640,40617,106256,0.382252440561171,Sin espacio exclusivo para la cocina,3636,Chocó
Mujer,Rural,27,Menor,Colombiana,93309,12947,106256,0.121845387049991,Sin electricidad,5772,Chocó
Mujer,Rural,27,Menor,Colombiana,101658,4598,106256,0.0432735941304186,Sin pisos duraderos,6306,Chocó
Mujer,Rural,27,Menor,Colombiana,102435,3821,106256,0.0359600795435188,Sin paredes duraderas,6840,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin acueducto,2067,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin alcantarillado,3103,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin internet,4171,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin paredes duraderas,6841,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin recogida de basuras,1533,Chocó
Mujer,Rural,27,Menor,Venezolana,0,46,46,1,Sin sanitario,5239,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Hacinamiento,999,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Sin combustible adecuado para cocinar,465,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Sin electricidad,5773,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Sin espacio exclusivo para la cocina,3637,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Sin pisos duraderos,6307,Chocó
Mujer,Rural,27,Menor,Venezolana,46,0,46,0,Sin refrigerador,4705,Chocó
Mujer,Rural,41,Mayor,Colombiana,9063,101518,110581,0.918041370429385,Sin internet,4177,Huila
Mujer,Rural,41,Mayor,Colombiana,19846,90736,110581,0.820531391355147,Sin alcantarillado,3109,Huila
Mujer,Rural,41,Mayor,Colombiana,25714,84867,110581,0.767463244270736,Sin recogida de basuras,1539,Huila
Mujer,Rural,41,Mayor,Colombiana,42854,3641,46495,0.0783023640007401,Sin empleo,7310,Huila
Mujer,Rural,41,Mayor,Colombiana,44651,65930,110581,0.596214824554582,Sin combustible adecuado para cocinar,471,Huila
Mujer,Rural,41,Mayor,Colombiana,61505,19092,80597,0.236885854372234,Sin suministro continuo de agua,2582,Huila
Mujer,Rural,41,Mayor,Colombiana,68699,41882,110581,0.378742844637525,Sin paredes duraderas,6847,Huila
Mujer,Rural,41,Mayor,Colombiana,80597,29984,110581,0.271151025398485,Sin acueducto,2073,Huila
Mujer,Rural,41,Mayor,Colombiana,82512,28070,110581,0.253838972919496,Hacinamiento,1005,Huila
Mujer,Rural,41,Mayor,Colombiana,87731,22851,110581,0.206642165861528,Sin refrigerador,4711,Huila
Mujer,Rural,41,Mayor,Colombiana,92875,17707,110581,0.1601231310148,Sin sanitario,5245,Huila
Mujer,Rural,41,Mayor,Colombiana,99912,10669,110581,0.0964806920512853,Sin pisos duraderos,6313,Huila
Mujer,Rural,41,Mayor,Colombiana,100769,9812,110581,0.0887340728187561,Sin espacio exclusivo para la cocina,3643,Huila
Mujer,Rural,41,Mayor,Colombiana,108752,1830,110581,0.0165477648139741,Sin electricidad,5779,Huila
Mujer,Rural,41,Mayor,Retornada,0,123,123,1,Sin alcantarillado,3110,Huila
Mujer,Rural,41,Mayor,Retornada,0,123,123,1,Sin combustible adecuado para cocinar,472,Huila
Mujer,Rural,41,Mayor,Retornada,0,123,123,1,Sin internet,4178,Huila
Mujer,Rural,41,Mayor,Retornada,0,123,123,1,Sin pisos duraderos,6314,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Hacinamiento,1006,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin acueducto,2074,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin electricidad,5780,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin empleo,7311,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin espacio exclusivo para la cocina,3644,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin paredes duraderas,6848,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin recogida de basuras,1540,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin refrigerador,4712,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin sanitario,5246,Huila
Mujer,Rural,41,Mayor,Retornada,123,0,123,0,Sin suministro continuo de agua,2583,Huila
Mujer,Rural,41,Mayor,Venezolana,0,260,260,1,Hacinamiento,1007,Huila
Mujer,Rural,41,Mayor,Venezolana,0,260,260,1,Sin internet,4179,Huila
Mujer,Rural,41,Mayor,Venezolana,66,0,66,0,Sin empleo,7312,Huila
Mujer,Rural,41,Mayor,Venezolana,66,194,260,0.747669262352105,Sin paredes duraderas,6849,Huila
Mujer,Rural,41,Mayor,Venezolana,66,194,260,0.747669262352105,Sin suministro continuo de agua,2584,Huila
Mujer,Rural,41,Mayor,Venezolana,194,66,260,0.252330745343527,Sin alcantarillado,3111,Huila
Mujer,Rural,41,Mayor,Venezolana,194,66,260,0.252330745343527,Sin combustible adecuado para cocinar,473,Huila
Mujer,Rural,41,Mayor,Venezolana,194,66,260,0.252330745343527,Sin recogida de basuras,1541,Huila
Mujer,Rural,41,Mayor,Venezolana,194,66,260,0.252330745343527,Sin refrigerador,4713,Huila
Mujer,Rural,41,Mayor,Venezolana,260,0,260,0,Sin acueducto,2075,Huila
Mujer,Rural,41,Mayor,Venezolana,260,0,260,0,Sin electricidad,5781,Huila
Mujer,Rural,41,Mayor,Venezolana,260,0,260,0,Sin espacio exclusivo para la cocina,3645,Huila
Mujer,Rural,41,Mayor,Venezolana,260,0,260,0,Sin pisos duraderos,6315,Huila
Mujer,Rural,41,Mayor,Venezolana,260,0,260,0,Sin sanitario,5247,Huila
Mujer,Rural,41,Menor,Colombiana,1416,0,1416,0,Sin empleo,7309,Huila
Mujer,Rural,41,Menor,Colombiana,3995,59824,63818,0.937406071265105,Sin internet,4175,Huila
Mujer,Rural,41,Menor,Colombiana,8536,55283,63818,0.866252062691079,Sin alcantarillado,3107,Huila
Mujer,Rural,41,Menor,Colombiana,11167,52651,63818,0.825020648456329,Sin recogida de basuras,1537,Huila
Mujer,Rural,41,Menor,Colombiana,21036,42783,63818,0.670383258226907,Sin combustible adecuado para cocinar,469,Huila
Mujer,Rural,41,Menor,Colombiana,33367,10144,43511,0.233140806553219,Sin suministro continuo de agua,2580,Huila
Mujer,Rural,41,Menor,Colombiana,38841,24977,63818,0.391379718021452,Sin paredes duraderas,6845,Huila
Mujer,Rural,41,Menor,Colombiana,39309,24510,63818,0.384054236455263,Hacinamiento,1003,Huila
Mujer,Rural,41,Menor,Colombiana,43511,20308,63818,0.318207950599773,Sin acueducto,2071,Huila
Mujer,Rural,41,Menor,Colombiana,45392,18426,63818,0.288731466335769,Sin refrigerador,4709,Huila
Mujer,Rural,41,Menor,Colombiana,52275,11543,63818,0.180870135586437,Sin sanitario,5243,Huila
Mujer,Rural,41,Menor,Colombiana,55325,8494,63818,0.133093579853938,Sin pisos duraderos,6311,Huila
Mujer,Rural,41,Menor,Colombiana,56775,7044,63818,0.110369795010305,Sin espacio exclusivo para la cocina,3641,Huila
Mujer,Rural,41,Menor,Colombiana,61729,2089,63818,0.0327343413718284,Sin electricidad,5777,Huila
Mujer,Rural,41,Menor,Venezolana,0,645,645,1,Sin internet,4176,Huila
Mujer,Rural,41,Menor,Venezolana,123,522,645,0.809348360686799,Hacinamiento,1004,Huila
Mujer,Rural,41,Menor,Venezolana,194,451,645,0.698841402089195,Sin alcantarillado,3108,Huila
Mujer,Rural,41,Menor,Venezolana,194,451,645,0.698841402089195,Sin combustible adecuado para cocinar,470,Huila
Mujer,Rural,41,Menor,Venezolana,317,328,645,0.508189765875768,Sin recogida de basuras,1538,Huila
Mujer,Rural,41,Menor,Venezolana,317,328,645,0.508189765875768,Sin refrigerador,4710,Huila
Mujer,Rural,41,Menor,Venezolana,451,194,645,0.301158597910805,Sin paredes duraderas,6846,Huila
Mujer,Rural,41,Menor,Venezolana,451,194,645,0.301158597910805,Sin suministro continuo de agua,2581,Huila
Mujer,Rural,41,Menor,Venezolana,522,123,645,0.190651636213427,Sin pisos duraderos,6312,Huila
Mujer,Rural,41,Menor,Venezolana,645,0,645,0,Sin acueducto,2072,Huila
Mujer,Rural,41,Menor,Venezolana,645,0,645,0,Sin electricidad,5778,Huila
Mujer,Rural,41,Menor,Venezolana,645,0,645,0,Sin espacio exclusivo para la cocina,3642,Huila
Mujer,Rural,41,Menor,Venezolana,645,0,645,0,Sin sanitario,5244,Huila
Mujer,Rural,44,Mayor,Colombiana,784,23239,24024,0.967345530318261,Sin suministro continuo de agua,2587,La Guajira
Mujer,Rural,44,Mayor,Colombiana,1552,86986,88537,0.982474374333684,Sin internet,4183,La Guajira
Mujer,Rural,44,Mayor,Colombiana,10362,78175,88537,0.88296073481421,Sin alcantarillado,3115,La Guajira
Mujer,Rural,44,Mayor,Colombiana,20704,67833,88537,0.766150751757368,Sin recogida de basuras,1545,La Guajira
Mujer,Rural,44,Mayor,Colombiana,24024,64513,88537,0.728656798649969,Sin acueducto,2079,La Guajira
Mujer,Rural,44,Mayor,Colombiana,27191,61347,88537,0.692891045471164,Sin refrigerador,4717,La Guajira
Mujer,Rural,44,Mayor,Colombiana,28168,60369,88537,0.681851280382564,Sin combustible adecuado para cocinar,477,La Guajira
Mujer,Rural,44,Mayor,Colombiana,30144,58394,88537,0.659536820733339,Sin espacio exclusivo para la cocina,3649,La Guajira
Mujer,Rural,44,Mayor,Colombiana,34227,54310,88537,0.613413388562843,Hacinamiento,1011,La Guajira
Mujer,Rural,44,Mayor,Colombiana,34553,53984,88537,0.609734031600951,Sin sanitario,5251,La Guajira
Mujer,Rural,44,Mayor,Colombiana,42273,46264,88537,0.522537518406103,Sin paredes duraderas,6853,La Guajira
Mujer,Rural,44,Mayor,Colombiana,44181,44356,88537,0.500984614265573,Sin pisos duraderos,6319,La Guajira
Mujer,Rural,44,Mayor,Colombiana,53602,34935,88537,0.394582571553813,Sin electricidad,5785,La Guajira
Mujer,Rural,44,Mayor,Colombiana,56161,2357,58518,0.0402793380673478,Sin empleo,7316,La Guajira
Mujer,Rural,44,Mayor,Retornada,0,305,305,1,Sin suministro continuo de agua,2588,La Guajira
Mujer,Rural,44,Mayor,Retornada,58,4958,5015,0.988515290216224,Sin internet,4184,La Guajira
Mujer,Rural,44,Mayor,Retornada,125,4890,5015,0.975010786854155,Sin recogida de basuras,1546,La Guajira
Mujer,Rural,44,Mayor,Retornada,265,4751,5015,0.947248295437779,Sin alcantarillado,3116,La Guajira
Mujer,Rural,44,Mayor,Retornada,305,4710,5015,0.939160746857058,Sin acueducto,2080,La Guajira
Mujer,Rural,44,Mayor,Retornada,322,4693,5015,0.93576338626668,Sin refrigerador,4718,La Guajira
Mujer,Rural,44,Mayor,Retornada,538,4477,5015,0.892712672499942,Sin espacio exclusivo para la cocina,3650,La Guajira
Mujer,Rural,44,Mayor,Retornada,575,4440,5015,0.885276921076915,Sin combustible adecuado para cocinar,478,La Guajira
Mujer,Rural,44,Mayor,Retornada,678,4337,5015,0.864783892056489,Hacinamiento,1012,La Guajira
Mujer,Rural,44,Mayor,Retornada,781,4234,5015,0.844189873357148,Sin sanitario,5252,La Guajira
Mujer,Rural,44,Mayor,Retornada,1157,3858,5015,0.769326015021043,Sin paredes duraderas,6854,La Guajira
Mujer,Rural,44,Mayor,Retornada,1338,3677,5015,0.7332227531242,Sin pisos duraderos,6320,La Guajira
Mujer,Rural,44,Mayor,Retornada,2359,2656,5015,0.529627979145681,Sin electricidad,5786,La Guajira
Mujer,Rural,44,Mayor,Retornada,3741,101,3842,0.0262896826584476,Sin empleo,7317,La Guajira
Mujer,Rural,44,Mayor,Venezolana,132,1319,1451,0.90876752761426,Sin suministro continuo de agua,2589,La Guajira
Mujer,Rural,44,Mayor,Venezolana,206,10614,10820,0.980980742285269,Sin internet,4185,La Guajira
Mujer,Rural,44,Mayor,Venezolana,971,9849,10820,0.910270029465154,Sin alcantarillado,3117,La Guajira
Mujer,Rural,44,Mayor,Venezolana,1401,9419,10820,0.870515991408154,Sin refrigerador,4719,La Guajira
Mujer,Rural,44,Mayor,Venezolana,1451,9368,10820,0.865851938526151,Sin acueducto,2081,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2284,8536,10820,0.78894437481746,Sin espacio exclusivo para la cocina,3651,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2761,8059,10820,0.744816147791592,Sin recogida de basuras,1547,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2893,7926,10820,0.732601113169112,Sin combustible adecuado para cocinar,479,La Guajira
Mujer,Rural,44,Mayor,Venezolana,3844,6975,10820,0.64470200266924,Sin sanitario,5253,La Guajira
Mujer,Rural,44,Mayor,Venezolana,4884,5936,10820,0.548593011176055,Hacinamiento,1013,La Guajira
Mujer,Rural,44,Mayor,Venezolana,5065,349,5414,0.0644130843075641,Sin empleo,7318,La Guajira
Mujer,Rural,44,Mayor,Venezolana,5850,4969,10820,0.459290396282289,Sin pisos duraderos,6321,La Guajira
Mujer,Rural,44,Mayor,Venezolana,6355,4464,10820,0.412611695854545,Sin paredes duraderas,6855,La Guajira
Mujer,Rural,44,Mayor,Venezolana,6916,3903,10820,0.360781584463694,Sin electricidad,5787,La Guajira
Mujer,Rural,44,Menor,Colombiana,497,79299,79796,0.993771759335437,Sin internet,4180,La Guajira
Mujer,Rural,44,Menor,Colombiana,914,14929,15843,0.942315400381126,Sin suministro continuo de agua,2585,La Guajira
Mujer,Rural,44,Menor,Colombiana,5078,74718,79796,0.936362015188441,Sin alcantarillado,3112,La Guajira
Mujer,Rural,44,Menor,Colombiana,6617,255,6872,0.0371183324917013,Sin empleo,7313,La Guajira
Mujer,Rural,44,Menor,Colombiana,13933,65863,79796,0.825386694430725,Hacinamiento,1008,La Guajira
Mujer,Rural,44,Menor,Colombiana,14520,65276,79796,0.81803910235837,Sin recogida de basuras,1542,La Guajira
Mujer,Rural,44,Menor,Colombiana,15843,63954,79796,0.801462500537306,Sin acueducto,2076,La Guajira
Mujer,Rural,44,Menor,Colombiana,18144,61652,79796,0.77262291028609,Sin refrigerador,4714,La Guajira
Mujer,Rural,44,Menor,Colombiana,20508,59288,79796,0.742996565877001,Sin combustible adecuado para cocinar,474,La Guajira
Mujer,Rural,44,Menor,Colombiana,22667,57129,79796,0.71593274918696,Sin espacio exclusivo para la cocina,3646,La Guajira
Mujer,Rural,44,Menor,Colombiana,24009,55787,79796,0.699119294011583,Sin sanitario,5248,La Guajira
Mujer,Rural,44,Menor,Colombiana,32799,46997,79796,0.588960428070456,Sin paredes duraderas,6850,La Guajira
Mujer,Rural,44,Menor,Colombiana,34112,45684,79796,0.57251165186918,Sin pisos duraderos,6316,La Guajira
Mujer,Rural,44,Menor,Colombiana,42114,37682,79796,0.472226061864342,Sin electricidad,5782,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625,1625,1,Hacinamiento,1009,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625,1625,1,Sin acueducto,2077,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625,1625,1,Sin internet,4181,La Guajira
Mujer,Rural,44,Menor,Retornada,124,1501,1625,0.923577627920741,Sin alcantarillado,3113,La Guajira
Mujer,Rural,44,Menor,Retornada,124,1501,1625,0.923577627920741,Sin combustible adecuado para cocinar,475,La Guajira
Mujer,Rural,44,Menor,Retornada,124,1501,1625,0.923577627920741,Sin recogida de basuras,1543,La Guajira
Mujer,Rural,44,Menor,Retornada,124,1501,1625,0.923577627920741,Sin refrigerador,4715,La Guajira
Mujer,Rural,44,Menor,Retornada,124,1501,1625,0.923577627920741,Sin sanitario,5249,La Guajira
Mujer,Rural,44,Menor,Retornada,173,0,173,0,Sin empleo,7314,La Guajira
Mujer,Rural,44,Menor,Retornada,173,1453,1625,0.893759140052209,Sin paredes duraderas,6851,La Guajira
Mujer,Rural,44,Menor,Retornada,173,1453,1625,0.893759140052209,Sin pisos duraderos,6317,La Guajira
Mujer,Rural,44,Menor,Retornada,204,1421,1625,0.874247647195984,Sin espacio exclusivo para la cocina,3647,La Guajira
Mujer,Rural,44,Menor,Retornada,1299,327,1625,0.200951322166038,Sin electricidad,5783,La Guajira
Mujer,Rural,44,Menor,Venezolana,0,982,982,1,Sin suministro continuo de agua,2586,La Guajira
Mujer,Rural,44,Menor,Venezolana,178,10226,10405,0.982857532795685,Sin internet,4182,La Guajira
Mujer,Rural,44,Menor,Venezolana,597,9808,10405,0.942640301329127,Sin alcantarillado,3114,La Guajira
Mujer,Rural,44,Menor,Venezolana,837,0,837,0,Sin empleo,7315,La Guajira
Mujer,Rural,44,Menor,Venezolana,982,9423,10405,0.905657802292646,Sin acueducto,2078,La Guajira
Mujer,Rural,44,Menor,Venezolana,1292,9113,10405,0.875855225155869,Sin combustible adecuado para cocinar,476,La Guajira
Mujer,Rural,44,Menor,Venezolana,1324,9080,10405,0.872701899261574,Sin refrigerador,4716,La Guajira
Mujer,Rural,44,Menor,Venezolana,1632,8772,10405,0.843116630480645,Sin espacio exclusivo para la cocina,3648,La Guajira
Mujer,Rural,44,Menor,Venezolana,1828,8576,10405,0.824260301002348,Hacinamiento,1010,La Guajira
Mujer,Rural,44,Menor,Venezolana,1883,8522,10405,0.819052723947266,Sin recogida de basuras,1544,La Guajira
Mujer,Rural,44,Menor,Venezolana,2149,8256,10405,0.79346085422079,Sin sanitario,5250,La Guajira
Mujer,Rural,44,Menor,Venezolana,3551,6853,10405,0.658660088787908,Sin pisos duraderos,6318,La Guajira
Mujer,Rural,44,Menor,Venezolana,4541,5864,10405,0.563556687109607,Sin paredes duraderas,6852,La Guajira
Mujer,Rural,44,Menor,Venezolana,5529,4876,10405,0.468628420011591,Sin electricidad,5784,La Guajira
Mujer,Rural,47,Mayor,Colombiana,1881,91680,93561,0.979895948364943,Sin internet,4189,Magdalena
Mujer,Rural,47,Mayor,Colombiana,3583,50545,54128,0.933806767638642,Sin suministro continuo de agua,2593,Magdalena
Mujer,Rural,47,Mayor,Colombiana,6129,87432,93561,0.934491996899571,Sin alcantarillado,3121,Magdalena
Mujer,Rural,47,Mayor,Colombiana,33746,3854,37601,0.102506210673822,Sin empleo,7320,Magdalena
Mujer,Rural,47,Mayor,Colombiana,37269,56292,93561,0.601657160593425,Sin espacio exclusivo para la cocina,3655,Magdalena
Mujer,Rural,47,Mayor,Colombiana,40845,52716,93561,0.563440159621655,Sin recogida de basuras,1551,Magdalena
Mujer,Rural,47,Mayor,Colombiana,45855,47706,93561,0.509892130544657,Hacinamiento,1017,Magdalena
Mujer,Rural,47,Mayor,Colombiana,54128,39433,93561,0.421471006583495,Sin acueducto,2085,Magdalena
Mujer,Rural,47,Mayor,Colombiana,54815,38746,93561,0.414122450707152,Sin refrigerador,4723,Magdalena
Mujer,Rural,47,Mayor,Colombiana,55466,38096,93561,0.407172777958052,Sin combustible adecuado para cocinar,483,Magdalena
Mujer,Rural,47,Mayor,Colombiana,67872,25689,93561,0.274570356271465,Sin sanitario,5257,Magdalena
Mujer,Rural,47,Mayor,Colombiana,68107,25454,93561,0.272057210870655,Sin pisos duraderos,6325,Magdalena
Mujer,Rural,47,Mayor,Colombiana,82150,11411,93561,0.121962470783842,Sin paredes duraderas,6859,Magdalena
Mujer,Rural,47,Mayor,Colombiana,86661,6900,93561,0.0737521114512805,Sin electricidad,5791,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,366,366,1,Sin suministro continuo de agua,2594,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,640,640,1,Sin alcantarillado,3122,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,640,640,1,Sin internet,4190,Magdalena
Mujer,Rural,47,Mayor,Retornada,141,0,141,0,Sin empleo,7321,Magdalena
Mujer,Rural,47,Mayor,Retornada,265,375,640,0.586291668693863,Sin espacio exclusivo para la cocina,3656,Magdalena
Mujer,Rural,47,Mayor,Retornada,304,336,640,0.525347321850928,Sin combustible adecuado para cocinar,484,Magdalena
Mujer,Rural,47,Mayor,Retornada,366,274,640,0.427597579442279,Sin acueducto,2086,Magdalena
Mujer,Rural,47,Mayor,Retornada,464,176,640,0.274802424733758,Sin recogida de basuras,1552,Magdalena
Mujer,Rural,47,Mayor,Retornada,464,176,640,0.274802424733758,Sin refrigerador,4724,Magdalena
Mujer,Rural,47,Mayor,Retornada,536,103,640,0.161650573891822,Sin sanitario,5258,Magdalena
Mujer,Rural,47,Mayor,Retornada,567,72,640,0.113151855530602,Hacinamiento,1018,Magdalena
Mujer,Rural,47,Mayor,Retornada,640,0,640,0,Sin electricidad,5792,Magdalena
Mujer,Rural,47,Mayor,Retornada,640,0,640,0,Sin paredes duraderas,6860,Magdalena
Mujer,Rural,47,Mayor,Retornada,640,0,640,0,Sin pisos duraderos,6326,Magdalena
Mujer,Rural,47,Mayor,Venezolana,0,3436,3436,1,Sin alcantarillado,3123,Magdalena
Mujer,Rural,47,Mayor,Venezolana,0,3436,3436,1,Sin internet,4191,Magdalena
Mujer,Rural,47,Mayor,Venezolana,184,1283,1467,0.874773702607055,Sin suministro continuo de agua,2595,Magdalena
Mujer,Rural,47,Mayor,Venezolana,590,132,722,0.18299511341115,Sin empleo,7322,Magdalena
Mujer,Rural,47,Mayor,Venezolana,1278,2158,3436,0.62811357499634,Sin refrigerador,4725,Magdalena
Mujer,Rural,47,Mayor,Venezolana,1279,2157,3436,0.627802432153251,Hacinamiento,1019,Magdalena
Mujer,Rural,47,Mayor,Venezolana,1460,1975,3436,0.574925612411485,Sin recogida de basuras,1553,Magdalena
Mujer,Rural,47,Mayor,Venezolana,1467,1969,3436,0.572987445721,Sin acueducto,2087,Magdalena
Mujer,Rural,47,Mayor,Venezolana,1965,1471,3436,0.428138373284676,Sin combustible adecuado para cocinar,485,Magdalena
Mujer,Rural,47,Mayor,Venezolana,2044,1392,3436,0.405045694921095,Sin espacio exclusivo para la cocina,3657,Magdalena
Mujer,Rural,47,Mayor,Venezolana,2683,753,3436,0.219138401226409,Sin pisos duraderos,6327,Magdalena
Mujer,Rural,47,Mayor,Venezolana,2819,617,3436,0.179491547771196,Sin paredes duraderas,6861,Magdalena
Mujer,Rural,47,Mayor,Venezolana,2864,572,3436,0.166412694744422,Sin sanitario,5259,Magdalena
Mujer,Rural,47,Mayor,Venezolana,3256,180,3436,0.0522502612988657,Sin electricidad,5793,Magdalena
Mujer,Rural,47,Menor,Colombiana,129,0,129,0,Sin empleo,7319,Magdalena
Mujer,Rural,47,Menor,Colombiana,1401,62330,63731,0.97801623857796,Sin internet,4186,Magdalena
Mujer,Rural,47,Menor,Colombiana,2488,31716,34205,0.927247892993172,Sin suministro continuo de agua,2590,Magdalena
Mujer,Rural,47,Menor,Colombiana,4358,59373,63731,0.931613917570662,Sin alcantarillado,3118,Magdalena
Mujer,Rural,47,Menor,Colombiana,20962,42769,63731,0.671088380135554,Hacinamiento,1014,Magdalena
Mujer,Rural,47,Menor,Colombiana,25451,38280,63731,0.600650704249662,Sin espacio exclusivo para la cocina,3652,Magdalena
Mujer,Rural,47,Menor,Colombiana,27753,35978,63731,0.564531675739966,Sin recogida de basuras,1548,Magdalena
Mujer,Rural,47,Menor,Colombiana,34205,29526,63731,0.463291854271747,Sin acueducto,2082,Magdalena
Mujer,Rural,47,Menor,Colombiana,34589,29142,63731,0.457269662542297,Sin refrigerador,4720,Magdalena
Mujer,Rural,47,Menor,Colombiana,36705,27026,63731,0.424061307731958,Sin combustible adecuado para cocinar,480,Magdalena
Mujer,Rural,47,Menor,Colombiana,44197,19534,63731,0.306503198210603,Sin sanitario,5254,Magdalena
Mujer,Rural,47,Menor,Colombiana,46486,17245,63731,0.270589878230279,Sin pisos duraderos,6322,Magdalena
Mujer,Rural,47,Menor,Colombiana,54368,9363,63731,0.146911775204983,Sin paredes duraderas,6856,Magdalena
Mujer,Rural,47,Menor,Colombiana,57252,6479,63731,0.101657044183399,Sin electricidad,5788,Magdalena
Mujer,Rural,47,Menor,Retornada,0,99,99,1,Sin suministro continuo de agua,2591,Magdalena
Mujer,Rural,47,Menor,Retornada,0,430,430,1,Hacinamiento,1015,Magdalena
Mujer,Rural,47,Menor,Retornada,0,430,430,1,Sin alcantarillado,3119,Magdalena
Mujer,Rural,47,Menor,Retornada,0,430,430,1,Sin espacio exclusivo para la cocina,3653,Magdalena
Mujer,Rural,47,Menor,Retornada,0,430,430,1,Sin internet,4187,Magdalena
Mujer,Rural,47,Menor,Retornada,0,430,430,1,Sin refrigerador,4721,Magdalena
Mujer,Rural,47,Menor,Retornada,99,330,430,0.768584327763259,Sin acueducto,2083,Magdalena
Mujer,Rural,47,Menor,Retornada,99,330,430,0.768584327763259,Sin combustible adecuado para cocinar,481,Magdalena
Mujer,Rural,47,Menor,Retornada,99,330,430,0.768584327763259,Sin paredes duraderas,6857,Magdalena
Mujer,Rural,47,Menor,Retornada,99,330,430,0.768584327763259,Sin pisos duraderos,6323,Magdalena
